timestamp,energy_consumption,temperature,humidity
2023-01-01 00:00:37.906170324,52.483570765056164,18.92026367872415,60.243831502773205
2023-01-01 00:30:42.956671913,53.61298599466908,18.645376726443725,64.87088106488828
2023-01-01 00:59:46.229866193,61.77992670894922,21.22190328665469,61.341136285983495
2023-01-01 01:29:18.553528234,70.26069429058411,21.358612674091866,62.97907285205012
2023-01-01 01:59:11.648488031,65.38201231166174,21.59158942256462,61.12933171542952
2023-01-01 02:31:01.824796917,69.03215166575893,23.048405131059862,64.00607307382593
2023-01-01 02:59:44.129260481,81.43582239018329,23.986769891769214,68.8265426959242
2023-01-01 03:29:54.427897097,80.35010681308489,26.161773747848393,68.15983217245929
2023-01-01 03:59:26.617077650,76.73058816539584,22.934596257372952,71.72177521356403
2023-01-01 04:30:28.450178380,83.91020661507659,25.9096746615704,70.04434908157491
2023-01-01 04:59:36.553204223,80.52435744438385,25.948169668976238,68.8927750210091
2023-01-01 05:29:45.262109170,191.03501828366788,24.338113257149185,76.67930258441265
2023-01-01 06:00:08.985612582,85.8347541013293,25.377760018958867,70.06733742260653
2023-01-01 06:29:28.078622183,75.1802521960057,24.688657127432354,73.78158366265585
2023-01-01 06:59:54.642531915,75.73317420363624,25.218925387343013,68.86284599421452
2023-01-01 07:30:42.066287685,80.65980740797634,26.346677526306596,71.80389146395478
2023-01-01 08:00:12.847631926,77.0443995638197,25.168422815294072,71.90968014278057
2023-01-01 08:30:03.916268773,81.87050201553072,24.72260485959401,69.05346888444788
2023-01-01 09:00:06.445941284,73.54043378017245,23.366994069056826,60.53115800993313
2023-01-01 09:29:48.325947121,68.43505028279604,21.836059107625605,66.69498892766822
2023-01-01 10:00:59.884569593,79.92591151936679,22.582378976890713,69.27307451814217
2023-01-01 10:29:35.635286084,68.31067524792005,23.42541044878759,66.02004708693053
2023-01-01 11:00:06.327784859,,,
2023-01-01 11:30:03.450766990,55.465719543407474,19.932000645570202,56.807409225621235
2023-01-01 12:00:30.262875214,56.30475612675026,20.47526270325908,58.53662472202485
2023-01-01 12:30:33.095218164,56.015456841086696,18.726244397192477,60.655871257533796
2023-01-01 12:59:59.039435865,46.203897875518024,18.291445877616095,59.39908847982329
2023-01-01 13:30:08.719994793,50.46496302047116,18.05558241403706,60.602362331929186
2023-01-01 14:00:09.856042617,42.40393748484194,16.54151353024581,55.37966160343363
2023-01-01 14:28:51.835750333,41.02247670695925,16.403733858777144,55.97318367000847
2023-01-01 14:59:12.330311926,36.85509890721669,17.604087884507933,53.85044266123513
2023-01-01 15:29:41.848089278,46.866951472710866,15.176587490858658,50.007086336674575
2023-01-01 15:59:43.152039709,35.68340604602709,14.537253968560437,45.5028782128263
2023-01-01 16:29:24.021527341,29.048266588691465,15.230358643123111,53.013796321704234
2023-01-01 17:00:22.487477141,37.505661916834796,16.396634804585364,51.85120022938948
2023-01-01 17:30:00.063552631,26.83649902527402,15.354688421303084,49.24869533229944
2023-01-01 17:59:53.559163578,34.03747357462789,15.05877848431382,46.18919995531128
2023-01-01 18:29:22.315341765,23.75619009962286,15.625017972222436,53.050536892639876
2023-01-01 18:59:58.663654073,27.979449455282698,13.977069698579491,50.647794040291636
2023-01-01 19:28:41.199457320,37.161779638680855,16.442235866852375,53.56568459325912
2023-01-01 19:59:55.111310676,41.89647383096703,16.634756301586208,58.0947881316004
